#processed=recalibrated
#recalibration_method=auto
#sample=pure water, later delay time (synthetic example)
m/z,intensity
83.868539,0.0079546
83.879340,0.0077686
83.890140,0.0070700
83.900942,0.0074416
83.911744,0.0077220
83.922547,0.0075522
83.933350,0.0085171
83.944154,0.0081081
83.954959,0.0080409
83.965765,0.0075574
83.976571,0.0084581
83.987378,0.0082030
83.998186,0.0087437
84.008994,0.0073809
84.019804,0.0078863
84.030613,0.0079733
84.041424,0.0074374
84.052235,0.0070000
84.063047,0.0074265
84.073860,0.0077870
84.084673,0.0070000
84.095487,0.0078727
84.106302,0.0084566
84.117117,0.0070000
84.127934,0.0082965
84.138750,0.0070654
84.149568,0.0070000
84.160386,0.0081733
84.171205,0.0081203
84.182025,0.0073414
84.192845,0.0076611
84.203666,0.0071900
84.214488,0.0077421
84.225311,0.0070000
84.236134,0.0077199
84.246958,0.0070000
84.257782,0.0082981
84.268608,0.0080288
84.279434,0.0070000
84.290260,0.0072349
84.301088,0.0076226
84.311916,0.0070000
84.322745,0.0083275
84.333574,0.0078620
84.344404,0.0070000
84.355235,0.0077356
84.366067,0.0076744
84.376899,0.0080433
84.387732,0.0080096
84.398566,0.0079571
84.409400,0.0077361
84.420236,0.0070778
84.431071,0.0073633
84.441908,0.0081108
84.452745,0.0076868
84.463583,0.0070000
84.474422,0.0075418
84.485261,0.0078724
84.496101,0.0074025
84.506942,0.0070035
84.517783,0.0074656
84.528625,0.0074237
84.539468,0.0079705
84.550312,0.0077167
84.561156,0.0070000
84.572001,0.0083128
84.582847,0.0070438
84.593693,0.0083515
84.604540,0.0080642
84.615388,0.0078384
84.626236,0.0077548
84.637086,0.0079180
84.647935,0.0070000
84.658786,0.0078762
84.669637,0.0077472
84.680489,0.0076524
84.691342,0.0089179
84.702195,0.0073085
84.713049,0.0080013
84.723904,0.0078579
84.734760,0.0078152
84.745616,0.0081056
84.756473,0.0077260
84.767330,0.0076453
84.778189,0.0078296
84.789048,0.0076077
84.799908,0.0080180
84.810768,0.0070000
84.821629,0.0074459
84.832491,0.0070000
84.843353,0.0074184
84.854217,0.0073758
84.865081,0.0070898
84.875945,0.0070000
84.886811,0.0077208
84.897677,0.0073857
84.908543,0.0079713
84.919411,0.0090141
84.930279,0.0077988
84.941148,0.0074158
84.952017,0.0078900
84.962888,0.0070000
84.973758,0.0070000
84.984630,0.0081194
84.995502,0.0074743
85.006376,0.0090973
85.017249,0.0080457
85.028124,0.0086482
85.038999,0.0076099
85.049875,0.0074540
85.060751,0.0082416
85.071629,0.0081940
85.082507,0.0076329
85.093385,0.0080608
85.104265,0.0074146
85.115145,0.0074717
85.126026,0.0075805
85.136907,0.0074967
85.147789,0.0089502
85.158672,0.0078889
85.169556,0.0070000
85.180440,0.0071457
85.191325,0.0078642
85.202211,0.0075006
85.213097,0.0070000
85.223984,0.0078670
85.234872,0.0076973
85.245761,0.0088611
85.256650,0.0079487
85.267540,0.0077273
85.278430,0.0070000
85.289322,0.0076248
85.300214,0.0077240
85.311106,0.0077169
85.322000,0.0086319
85.332894,0.0070665
85.343789,0.0087739
85.354684,0.0071090
85.365580,0.0073176
85.376477,0.0076386
85.387375,0.0079543
85.398273,0.0080317
85.409172,0.0077844
85.420072,0.0070000
85.430973,0.0077672
85.441874,0.0070000
85.452776,0.0078454
85.463678,0.0070160
85.474582,0.0072309
85.485485,0.0076430
85.496390,0.0070000
85.507296,0.0080044
85.518202,0.0076677
85.529108,0.0082510
85.540016,0.0081980
85.550924,0.0080607
85.561833,0.0074471
85.572742,0.0070000
85.583653,0.0076361
85.594564,0.0070000
85.605475,0.0079015
85.616388,0.0070000
85.627301,0.0072224
85.638215,0.0076121
85.649129,0.0077039
85.660044,0.0077728
85.670960,0.0070095
85.681877,0.0085156
85.692794,0.0070000
85.703712,0.0070000
85.714631,0.0072653
85.725550,0.0080270
85.736470,0.0077776
85.747391,0.0074768
85.758313,0.0071113
85.769235,0.0077665
85.780158,0.0074939
85.791082,0.0074528
85.802006,0.0086239
85.812931,0.0077909
85.823857,0.0071814
85.834783,0.0085855
85.845710,0.0077332
85.856638,0.0071646
85.867567,0.0070604
85.878496,0.0070000
85.889426,0.0073027
85.900357,0.0070000
85.911288,0.0071342
85.922220,0.0070000
85.933153,0.0077692
85.944086,0.0087414
85.955020,0.0070000
85.965955,0.0079546
85.976891,0.0070000
85.987827,0.0077259
85.998764,0.0070000
86.009702,0.0070000
86.020640,0.0070000
86.031579,0.0076498
86.042519,0.0081629
86.053460,0.0077301
86.064401,0.0072550
86.075343,0.0074341
86.086285,0.0077214
86.097228,0.0072814
86.108172,0.0081149
86.119117,0.0075356
86.130063,0.0071725
86.141009,0.0071035
86.151956,0.0077161
86.162903,0.0073591
86.173851,0.0084186
86.184800,0.0078813
86.195750,0.0074294
86.206700,0.0070000
86.217651,0.0070000
86.228603,0.0076042
86.239555,0.0073509
86.250508,0.0070000
86.261462,0.0075193
86.272417,0.0070079
86.283372,0.0086424
86.294328,0.0070000
86.305285,0.0074994
86.316242,0.0077739
86.327200,0.0080657
86.338159,0.0070000
86.349118,0.0072321
86.360078,0.0075750
86.371039,0.0078651
86.382001,0.0070000
86.392963,0.0084983
86.403926,0.0072751
86.414890,0.0070000
86.425854,0.0078708
86.436819,0.0073788
86.447785,0.0079776
86.458751,0.0075262
86.469719,0.0084534
86.480686,0.0070000
86.491655,0.0078577
86.502624,0.0087701
86.513594,0.0070000
86.524565,0.0076337
86.535536,0.0078162
86.546508,0.0077107
86.557481,0.0078154
86.568455,0.0079157
86.579429,0.0072782
86.590404,0.0079967
86.601380,0.0082452
86.612356,0.0084723
86.623333,0.0079026
86.634311,0.0075296
86.645289,0.0076997
86.656268,0.0080741
86.667248,0.0085120
86.678228,0.0074914
86.689210,0.0076377
86.700192,0.0087441
86.711174,0.0079747
86.722158,0.0081710
86.733142,0.0072586
86.744126,0.0090261
86.755112,0.0078443
86.766098,0.0070000
86.777085,0.0081972
86.788072,0.0070000
86.799061,0.0070045
86.810050,0.0076302
86.821039,0.0070294
86.832030,0.0070000
86.843021,0.0070000
86.854012,0.0076660
86.865005,0.0075618
86.875998,0.0080135
86.886992,0.0084816
86.897986,0.0088832
86.908982,0.0075631
86.919978,0.0070000
86.930974,0.0073813
86.941972,0.0075978
86.952970,0.0084603
86.963969,0.0081784
86.974968,0.0077107
86.985968,0.0079584
86.996969,0.0072427
87.007971,0.0078382
87.018973,0.0070000
87.029976,0.0071048
87.040980,0.0073285
87.051984,0.0075887
87.062989,0.0072202
87.073995,0.0076656
87.085002,0.0071689
87.096009,0.0078377
87.107017,0.0075178
87.118025,0.0072262
87.129035,0.0070951
87.140045,0.0076488
87.151055,0.0080989
87.162067,0.0075664
87.173079,0.0086621
87.184092,0.0082746
87.195105,0.0070000
87.206120,0.0076191
87.217135,0.0082882
87.228150,0.0084227
87.239167,0.0082312
87.250184,0.0070573
87.261201,0.0074384
87.272220,0.0077611
87.283239,0.0078586
87.294259,0.0073359
87.305279,0.0078869
87.316301,0.0082951
87.327323,0.0075855
87.338345,0.0078976
87.349369,0.0072249
87.360393,0.0070000
87.371418,0.0074064
87.382443,0.0086371
87.393469,0.0087046
87.404496,0.0097032
87.415524,0.0117764
87.426552,0.0151185
87.437581,0.0165471
87.448611,0.0191042
87.459641,0.0199780
87.470672,0.0204228
87.481704,0.0209721
87.492736,0.0193126
87.503770,0.0172804
87.514804,0.0154649
87.525838,0.0136234
87.536874,0.0116419
87.547910,0.0109892
87.558946,0.0101367
87.569984,0.0072166
87.581022,0.0076722
87.592061,0.0081884
87.603100,0.0081551
87.614140,0.0086288
87.625181,0.0082038
87.636223,0.0074519
87.647265,0.0086315
87.658308,0.0079049
87.669352,0.0075362
87.680397,0.0070716
87.691442,0.0070000
87.702488,0.0073088
87.713534,0.0080089
87.724581,0.0073007
87.735629,0.0080804
87.746678,0.0070000
87.757727,0.0074456
87.768777,0.0070000
87.779828,0.0081894
87.790880,0.0076402
87.801932,0.0075916
87.812985,0.0073706
87.824038,0.0074066
87.835092,0.0074415
87.846147,0.0084589
87.857203,0.0080021
87.868260,0.0076024
87.879317,0.0070000
87.890374,0.0070000
87.901433,0.0077925
87.912492,0.0073025
87.923552,0.0070000
87.934613,0.0074134
87.945674,0.0077417
87.956736,0.0078511
87.967799,0.0073136
87.978862,0.0075939
87.989926,0.0070000
88.000991,0.0080090
88.012056,0.0083347
88.023123,0.0074052
88.034190,0.0070000
88.045257,0.0082197
88.056326,0.0084500
88.067395,0.0073941
88.078464,0.0070000
88.089535,0.0075884
88.100606,0.0078536
88.111678,0.0073297
88.122750,0.0078031
88.133823,0.0070000
88.144897,0.0075877
88.155972,0.0072684
88.167047,0.0070000
88.178123,0.0074513
88.189200,0.0072290
88.200278,0.0070000
88.211356,0.0078379
88.222435,0.0076145
88.233514,0.0070628
88.244595,0.0076875
88.255676,0.0081024
88.266757,0.0070000
88.277840,0.0074871
88.288923,0.0079765
88.300006,0.0078110
88.311091,0.0071489
88.322176,0.0076791
88.333262,0.0071143
88.344349,0.0086937
88.355436,0.0078002
88.366524,0.0083747
88.377613,0.0092466
88.388702,0.0082005
88.399792,0.0078614
88.410883,0.0075366
88.421974,0.0071523
88.433067,0.0070840
88.444159,0.0077581
88.455253,0.0080420
88.466347,0.0078234
88.477442,0.0070000
88.488538,0.0070000
88.499635,0.0074138
88.510732,0.0070000
88.521829,0.0070000
88.532928,0.0070647
88.544027,0.0075841
88.555127,0.0084846
88.566228,0.0078260
88.577329,0.0081274
88.588431,0.0082194
88.599534,0.0077716
88.610637,0.0077965
88.621742,0.0078512
88.632846,0.0074750
88.643952,0.0084824
88.655058,0.0082145
88.666165,0.0072409
88.677273,0.0076973
88.688381,0.0079667
88.699490,0.0070000
88.710600,0.0070000
88.721710,0.0082072
88.732822,0.0071079
88.743934,0.0080550
88.755046,0.0075590
88.766159,0.0070638
88.777273,0.0073970
88.788388,0.0070000
88.799503,0.0073442
88.810620,0.0071255
88.821736,0.0075040
88.832854,0.0074197
88.843972,0.0079899
88.855091,0.0070000
88.866210,0.0080429
88.877331,0.0079006
88.888452,0.0079475
88.899573,0.0074389
88.910696,0.0070000
88.921819,0.0085784
88.932943,0.0073259
88.944067,0.0070084
88.955193,0.0075486
88.966318,0.0082499
88.977445,0.0073275
88.988572,0.0075251
88.999700,0.0072341
89.010829,0.0081415
89.021959,0.0078332
89.033089,0.0075741
89.044220,0.0070000
89.055351,0.0072449
89.066483,0.0071933
89.077616,0.0089874
89.088750,0.0090337
89.099884,0.0084575
89.111019,0.0075909
89.122155,0.0072212
89.133292,0.0070000
89.144429,0.0070000
89.155567,0.0070000
89.166705,0.0070000
89.177844,0.0074708
89.188984,0.0070000
89.200125,0.0077139
89.211266,0.0083131
89.222409,0.0080574
89.233551,0.0078244
89.244695,0.0075755
89.255839,0.0070000
89.266984,0.0078523
89.278129,0.0080630
89.289276,0.0070000
89.300423,0.0078084
89.311570,0.0079582
89.322719,0.0083742
89.333868,0.0090843
89.345018,0.0070000
89.356168,0.0072832
89.367319,0.0070982
89.378471,0.0070000
89.389624,0.0070000
89.400777,0.0071767
89.411931,0.0074881
89.423086,0.0070000
89.434242,0.0077598
89.445398,0.0085044
89.456554,0.0071353
89.467712,0.0079340
89.478870,0.0083124
89.490029,0.0070081
89.501189,0.0073491
89.512349,0.0080874
89.523510,0.0070000
89.534672,0.0075703
89.545834,0.0080362
89.556998,0.0070000
89.568161,0.0070000
89.579326,0.0078119
89.590491,0.0083150
89.601657,0.0072823
89.612824,0.0080848
89.623991,0.0070000
89.635159,0.0081957
89.646328,0.0074613
89.657497,0.0073893
89.668668,0.0081260
89.679839,0.0078125
89.691010,0.0071230
89.702182,0.0080072
89.713355,0.0072300
89.724529,0.0086791
89.735703,0.0074791
89.746879,0.0070000
89.758054,0.0074853
89.769231,0.0079649
89.780408,0.0077948
89.791586,0.0070000
89.802765,0.0080560
89.813944,0.0070000
89.825124,0.0085861
89.836305,0.0071408
89.847486,0.0073787
89.858668,0.0078775
89.869851,0.0073723
89.881034,0.0070000
89.892219,0.0070000
89.903404,0.0073959
89.914589,0.0079537
89.925776,0.0070000
89.936963,0.0077676
89.948150,0.0070000
89.959339,0.0075717
89.970528,0.0071466
89.981718,0.0081797
89.992908,0.0078192
90.004099,0.0074440
90.015291,0.0070000
90.026484,0.0070000
90.037677,0.0073303
90.048871,0.0072016
90.060066,0.0077617
90.071262,0.0072723
90.082458,0.0070000
90.093655,0.0084366
90.104852,0.0070897
90.116051,0.0070000
90.127250,0.0072579
90.138449,0.0070466
90.149650,0.0074333
90.160851,0.0079182
90.172052,0.0075340
90.183255,0.0072082
90.194458,0.0074593
90.205662,0.0071489
90.216867,0.0084505
90.228072,0.0073618
90.239278,0.0071215
90.250485,0.0078673
90.261692,0.0081221
90.272900,0.0075281
90.284109,0.0073758
90.295318,0.0073174
90.306529,0.0070000
90.317740,0.0072823
90.328951,0.0074944
90.340163,0.0071709
90.351376,0.0078838
90.362590,0.0083791
90.373805,0.0073996
90.385020,0.0076241
90.396236,0.0076146
90.407452,0.0074729
90.418669,0.0083894
90.429887,0.0078005
90.441106,0.0073808
90.452325,0.0072831
90.463545,0.0074673
90.474766,0.0070000
90.485988,0.0077676
90.497210,0.0079646
90.508433,0.0077970
90.519656,0.0070000
90.530880,0.0070000
90.542105,0.0073368
90.553331,0.0075595
90.564557,0.0073678
90.575784,0.0077909
90.587012,0.0076594
90.598241,0.0070093
90.609470,0.0080550
90.620700,0.0070000
90.631930,0.0070000
90.643162,0.0075993
90.654394,0.0075298
90.665626,0.0070394
90.676860,0.0070000
90.688094,0.0074892
90.699328,0.0078351
90.710564,0.0081869
90.721800,0.0071773
90.733037,0.0070000
90.744275,0.0070000
90.755513,0.0070916
90.766752,0.0070000
90.777992,0.0070174
90.789232,0.0090005
90.800473,0.0077275
90.811715,0.0073637
90.822958,0.0070000
90.834201,0.0070000
90.845445,0.0074296
90.856689,0.0070000
90.867935,0.0070000
90.879181,0.0081405
90.890427,0.0079674
90.901675,0.0074222
90.912923,0.0070000
90.924172,0.0076599
90.935421,0.0085030
90.946672,0.0092635
90.957923,0.0125401
90.969174,0.0179579
90.980427,0.0279311
90.991680,0.0445301
91.002933,0.0755424
91.014188,0.1091051
91.025443,0.1491781
91.036699,0.1851221
91.047956,0.2161890
91.059213,0.2303587
91.070471,0.2215906
91.081729,0.2086904
91.092989,0.1802657
91.104249,0.1520399
91.115510,0.1156395
91.126771,0.0904426
91.138033,0.0655088
91.149296,0.0461359
91.160560,0.0310483
91.171824,0.0202476
91.183089,0.0146651
91.194355,0.0132039
91.205621,0.0093280
91.216888,0.0084543
91.228156,0.0080507
91.239425,0.0074717
91.250694,0.0086388
91.261964,0.0073803
91.273234,0.0081462
91.284506,0.0081338
91.295778,0.0078896
91.307050,0.0073101
91.318324,0.0082477
91.329598,0.0076955
91.340873,0.0083090
91.352148,0.0073212
91.363425,0.0086968
91.374702,0.0081331
91.385979,0.0070000
91.397258,0.0070000
91.408537,0.0071278
91.419816,0.0071817
91.431097,0.0075346
91.442378,0.0072924
91.453660,0.0078561
91.464942,0.0077627
91.476226,0.0070000
91.487510,0.0077953
91.498794,0.0082851
91.510080,0.0075702
91.521366,0.0074176
91.532652,0.0077762
91.543940,0.0070893
91.555228,0.0089049
91.566517,0.0076739
91.577807,0.0082414
91.589097,0.0080573
91.600388,0.0070000
91.611680,0.0071125
91.622972,0.0070000
91.634265,0.0074389
91.645559,0.0075138
91.656853,0.0084579
91.668148,0.0081790
91.679444,0.0073068
91.690741,0.0072426
91.702038,0.0071659
91.713336,0.0076771
91.724635,0.0079620
91.735934,0.0072513
91.747235,0.0070000
91.758535,0.0078585
91.769837,0.0082966
91.781139,0.0070000
91.792442,0.0077442
91.803746,0.0081085
91.815050,0.0075892
91.826355,0.0072264
91.837661,0.0070000
91.848967,0.0073440
91.860274,0.0077792
91.871582,0.0070000
91.882891,0.0070000
91.894200,0.0082720
91.905510,0.0077803
91.916821,0.0070000
91.928132,0.0078561
91.939444,0.0071833
91.950757,0.0070000
91.962070,0.0078661
91.973384,0.0074088
91.984699,0.0079415
91.996015,0.0070000
92.007331,0.0081158
92.018648,0.0071818
92.029966,0.0078397
92.041284,0.0087670
92.052603,0.0086702
92.063923,0.0080150
92.075244,0.0077230
92.086565,0.0082908
92.097887,0.0080121
92.109209,0.0081045
92.120532,0.0074945
92.131856,0.0078394
92.143181,0.0081282
92.154507,0.0075826
92.165833,0.0070000
92.177159,0.0077523
92.188487,0.0081649
92.199815,0.0070000
92.211144,0.0079610
92.222474,0.0084615
92.233804,0.0076006
92.245135,0.0074564
92.256467,0.0070000
92.267799,0.0080097
92.279132,0.0070359
92.290466,0.0076622
92.301801,0.0077990
92.313136,0.0070386
92.324472,0.0076078
92.335809,0.0076867
92.347146,0.0070000
92.358484,0.0077747
92.369823,0.0078302
92.381162,0.0070000
92.392502,0.0073787
92.403843,0.0075474
92.415185,0.0076774
92.426527,0.0070000
92.437870,0.0076373
92.449214,0.0070000
92.460558,0.0070000
92.471903,0.0082395
92.483249,0.0078514
92.494595,0.0073684
92.505942,0.0071651
92.517290,0.0073812
92.528639,0.0073631
92.539988,0.0071499
92.551338,0.0070172
92.562689,0.0074895
92.574040,0.0080037
92.585392,0.0076808
92.596745,0.0077279
92.608099,0.0075688
92.619453,0.0089385
92.630808,0.0082360
92.642163,0.0079249
92.653520,0.0073004
92.664877,0.0070000
92.676234,0.0070000
92.687593,0.0093144
92.698952,0.0073716
92.710312,0.0079548
92.721672,0.0070000
92.733034,0.0076740
92.744395,0.0070000
92.755758,0.0077891
92.767121,0.0083130
92.778486,0.0077923
92.789850,0.0070000
92.801216,0.0079370
92.812582,0.0084287
92.823949,0.0075830
92.835316,0.0074373
92.846684,0.0072367
92.858053,0.0070000
92.869423,0.0074425
92.880793,0.0085550
92.892164,0.0084825
92.903536,0.0070576
92.914909,0.0075169
92.926282,0.0082199
92.937656,0.0077246
92.949030,0.0077497
92.960406,0.0083999
92.971782,0.0070000
92.983158,0.0080888
92.994536,0.0071235
93.005914,0.0084265
93.017293,0.0086689
93.028672,0.0091404
93.040052,0.0099468
93.051433,0.0095347
93.062815,0.0086604
93.074197,0.0076429
93.085580,0.0082611
93.096964,0.0112234
93.108348,0.0096022
93.119733,0.0088199
93.131119,0.0087339
93.142506,0.0078635
93.153893,0.0075408
93.165281,0.0075545
93.176669,0.0070337
93.188059,0.0070000
93.199449,0.0075927
93.210839,0.0075416
93.222231,0.0075051
93.233623,0.0075673
93.245016,0.0070000
93.256409,0.0070000
93.267804,0.0076332
93.279198,0.0079458
93.290594,0.0081547
93.301990,0.0076962
93.313388,0.0080945
93.324785,0.0071816
93.336184,0.0073402
93.347583,0.0084530
93.358983,0.0075226
93.370383,0.0070155
93.381785,0.0073870
93.393187,0.0070000
93.404589,0.0076384
93.415993,0.0072056
93.427397,0.0070000
93.438801,0.0070000
93.450207,0.0080146
93.461613,0.0070000
93.473020,0.0070000
93.484428,0.0077682
93.495836,0.0082706
93.507245,0.0070000
93.518654,0.0079292
93.530065,0.0072434
93.541476,0.0071180
93.552888,0.0087296
93.564300,0.0076331
93.575713,0.0074312
93.587127,0.0070000
93.598542,0.0074703
93.609957,0.0073032
93.621373,0.0074950
93.632790,0.0080825
93.644207,0.0070087
93.655626,0.0079901
93.667044,0.0085807
93.678464,0.0070000
93.689884,0.0070000
93.701305,0.0078002
93.712727,0.0081079
93.724149,0.0070756
93.735572,0.0080348
93.746996,0.0078619
93.758420,0.0073837
93.769845,0.0076205
93.781271,0.0094961
93.792698,0.0079143
93.804125,0.0076675
93.815553,0.0080339
93.826982,0.0070000
93.838411,0.0070000
93.849841,0.0070000
93.861272,0.0070000
93.872703,0.0075942
93.884136,0.0070000
93.895568,0.0087123
93.907002,0.0078542
93.918436,0.0072246
93.929871,0.0076663
93.941307,0.0080184
93.952743,0.0078762
93.964180,0.0079860
93.975618,0.0078558
93.987057,0.0090661
93.998496,0.0084425
94.009936,0.0082117
94.021376,0.0072120
94.032818,0.0073887
94.044260,0.0078881
94.055702,0.0072626
94.067146,0.0070010
94.078590,0.0083413
94.090035,0.0074527
94.101480,0.0072483
94.112926,0.0074622
94.124373,0.0070000
94.135821,0.0077499
94.147269,0.0070000
94.158718,0.0074867
94.170168,0.0073068
94.181618,0.0070000
94.193070,0.0071469
94.204521,0.0079189
94.215974,0.0078996
94.227427,0.0080264
94.238881,0.0073202
94.250336,0.0074646
94.261791,0.0076740
94.273247,0.0070000
94.284704,0.0074989
94.296161,0.0080578
94.307620,0.0070000
94.319078,0.0074124
94.330538,0.0080303
94.341998,0.0092962
94.353459,0.0080335
94.364921,0.0077393
94.376383,0.0076335
94.387846,0.0077705
94.399310,0.0082801
94.410775,0.0070000
94.422240,0.0070280
94.433706,0.0083583
94.445172,0.0080880
94.456640,0.0070000
94.468107,0.0070266
94.479576,0.0081272
94.491046,0.0070617
94.502516,0.0072373
94.513986,0.0077000
94.525458,0.0079369
94.536930,0.0070000
94.548403,0.0071657
94.559877,0.0079452
94.571351,0.0083837
94.582826,0.0075245
94.594302,0.0074871
94.605778,0.0072324
94.617255,0.0070000
94.628733,0.0070000
94.640212,0.0081936
94.651691,0.0073573
94.663171,0.0070626
94.674651,0.0084222
94.686133,0.0082725
94.697615,0.0075891
94.709098,0.0072744
94.720581,0.0070176
94.732065,0.0074144
94.743550,0.0072757
94.755036,0.0074249
94.766522,0.0079649
94.778009,0.0073920
94.789496,0.0072323
94.800985,0.0084064
94.812474,0.0078057
94.823964,0.0070000
94.835454,0.0074951
94.846945,0.0078464
94.858437,0.0070000
94.869930,0.0070956
94.881423,0.0075830
94.892917,0.0083007
94.904412,0.0072223
94.915907,0.0072941
94.927403,0.0087968
94.938900,0.0098333
94.950397,0.0131028
94.961896,0.0181843
94.973394,0.0246792
94.984894,0.0336206
94.996394,0.0453266
95.007895,0.0563662
95.019397,0.0630623
95.030899,0.0661977
95.042403,0.0680745
95.053906,0.0628538
95.065411,0.0557733
95.076916,0.0486165
95.088422,0.0400351
95.099929,0.0302007
95.111436,0.0218909
95.122944,0.0179456
95.134453,0.0143141
95.145962,0.0111518
95.157472,0.0095344
95.168983,0.0088147
95.180495,0.0079087
95.192007,0.0072338
95.203520,0.0070000
95.215034,0.0076774
95.226548,0.0071805
95.238063,0.0081142
95.249579,0.0070000
95.261095,0.0080129
95.272612,0.0072492
95.284130,0.0077854
95.295649,0.0070418
95.307168,0.0073282
95.318688,0.0070965
95.330209,0.0082495
95.341730,0.0076886
95.353252,0.0077874
95.364775,0.0080693
95.376298,0.0077327
95.387823,0.0073861
95.399347,0.0074801
95.410873,0.0078004
95.422399,0.0078133
95.433926,0.0081864
95.445454,0.0070000
95.456982,0.0075047
95.468512,0.0078398
95.480041,0.0070000
95.491572,0.0077256
95.503103,0.0070000
95.514635,0.0070000
95.526168,0.0070303
95.537701,0.0081097
95.549235,0.0072994
95.560770,0.0077516
95.572305,0.0082225
95.583841,0.0077765
95.595378,0.0087187
95.606916,0.0071326
95.618454,0.0073958
95.629993,0.0075359
95.641532,0.0070000
95.653073,0.0070000
95.664614,0.0074895
95.676155,0.0081801
95.687698,0.0071600
95.699241,0.0088719
95.710785,0.0070000
95.722329,0.0072973
95.733875,0.0076576
95.745421,0.0070000
95.756967,0.0075760
95.768515,0.0070000
95.780063,0.0077828
95.791611,0.0082090
95.803161,0.0077628
95.814711,0.0070000
95.826262,0.0088673
95.837814,0.0080128
95.849366,0.0070000
95.860919,0.0081653
95.872473,0.0073996
95.884027,0.0072724
95.895582,0.0076890
95.907138,0.0070117
95.918694,0.0085680
95.930251,0.0075587
95.941809,0.0079016
95.953368,0.0070000
95.964927,0.0073210
95.976487,0.0074121
95.988048,0.0076825
95.999609,0.0075936
96.011172,0.0077883
96.022734,0.0070000
96.034298,0.0081783
96.045862,0.0081986
96.057427,0.0081803
96.068993,0.0074352
96.080559,0.0077728
96.092126,0.0070000
96.103694,0.0078222
96.115262,0.0079590
96.126831,0.0078150
96.138401,0.0078574
96.149972,0.0079916
96.161543,0.0070000
96.173115,0.0070000
96.184688,0.0077281
96.196261,0.0072561
96.207835,0.0080312
96.219410,0.0073791
96.230985,0.0070000
96.242561,0.0071627
96.254138,0.0077077
96.265716,0.0089685
96.277294,0.0085889
96.288873,0.0080659
96.300453,0.0074548
96.312033,0.0088112
96.323614,0.0073613
96.335196,0.0079725
96.346778,0.0077988
96.358362,0.0070635
96.369945,0.0082989
96.381530,0.0074661
96.393115,0.0078938
96.404701,0.0070000
96.416288,0.0071194
96.427875,0.0070000
96.439463,0.0070466
96.451052,0.0087006
96.462642,0.0079348
96.474232,0.0085236
96.485823,0.0079540
96.497415,0.0085303
96.509007,0.0070000
96.520600,0.0078209
96.532194,0.0072324
96.543788,0.0085264
96.555383,0.0072859
96.566979,0.0083191
96.578575,0.0070000
96.590173,0.0070000
96.601771,0.0071958
96.613369,0.0075768
96.624969,0.0081691
96.636569,0.0079582
96.648169,0.0081469
96.659771,0.0075377
96.671373,0.0077844
96.682976,0.0070334
96.694579,0.0070000
96.706184,0.0084823
96.717789,0.0084761
96.729394,0.0070000
96.741001,0.0070000
96.752608,0.0071061
96.764216,0.0081067
96.775824,0.0075609
96.787433,0.0073692
96.799043,0.0070201
96.810654,0.0082853
96.822265,0.0070000
96.833877,0.0070000
96.845490,0.0078236
96.857103,0.0074172
96.868717,0.0070000
96.880332,0.0076032
96.891947,0.0071625
96.903564,0.0070000
96.915180,0.0076490
96.926798,0.0077995
96.938416,0.0075261
96.950035,0.0074062
96.961655,0.0094958
96.973275,0.0081418
96.984897,0.0077587
96.996518,0.0070968
97.008141,0.0070000
97.019764,0.0085675
97.031388,0.0075467
97.043013,0.0080318
97.054638,0.0075277
97.066264,0.0077999
97.077891,0.0084271
97.089518,0.0083312
97.101146,0.0078349
97.112775,0.0084538
97.124405,0.0070000
97.136035,0.0071130
97.147666,0.0073805
97.159298,0.0070000
97.170930,0.0070000
97.182563,0.0078302
97.194197,0.0074030
97.205831,0.0070551
97.217466,0.0070000
97.229102,0.0071107
97.240739,0.0072062
97.252376,0.0070000
97.264014,0.0079839
97.275653,0.0070000
97.287292,0.0075088
97.298932,0.0077806
97.310573,0.0070000
97.322214,0.0072747
97.333857,0.0071225
97.345500,0.0079896
97.357143,0.0081802
97.368787,0.0081337
97.380432,0.0070000
97.392078,0.0071650
97.403724,0.0070000
97.415372,0.0078653
97.427019,0.0079984
97.438668,0.0075589
97.450317,0.0070000
97.461967,0.0080162
97.473618,0.0071713
97.485269,0.0074551
97.496921,0.0077619
97.508574,0.0070000
97.520227,0.0075097
97.531881,0.0072680
97.543536,0.0071441
97.555192,0.0070000
97.566848,0.0070000
97.578505,0.0073243
97.590162,0.0078684
97.601821,0.0076433
97.613480,0.0070000
97.625140,0.0078390
97.636800,0.0072537
97.648461,0.0070000
97.660123,0.0073922
97.671786,0.0080002
97.683449,0.0088714
97.695113,0.0080811
97.706777,0.0080796
97.718443,0.0070000
97.730109,0.0072451
97.741776,0.0076452
97.753443,0.0070000
97.765111,0.0080752
97.776780,0.0070000
97.788450,0.0075693
97.800120,0.0080877
97.811791,0.0074768
97.823463,0.0072625
97.835135,0.0074818
97.846808,0.0070000
97.858482,0.0070000
97.870156,0.0070000
97.881832,0.0072281
97.893508,0.0075006
97.905184,0.0070000
97.916861,0.0072043
97.928539,0.0070605
97.940218,0.0079226
97.951898,0.0070000
97.963578,0.0076643
97.975259,0.0072831
97.986940,0.0087989
97.998622,0.0086958
98.010305,0.0074435
98.021989,0.0070321
98.033673,0.0078281
98.045358,0.0075202
98.057044,0.0070000
98.068730,0.0070000
98.080418,0.0076334
98.092105,0.0072598
98.103794,0.0070000
98.115483,0.0071213
